   1               		.file	"list_runtime.c"
   2               	__SREG__ = 0x3f
 2493               	.LVL178:
 2494 0c1c 1192      		st Z+,__zero_reg__
 2495 0c1e 1192      		st Z+,__zero_reg__
 2496               	.LM251:
 2497 0c20 D701      		movw r26,r14
 2498 0c22 1696      		adiw r26,6
 2499 0c24 8D91      		ld r24,X+
 2500 0c26 9C91      		ld r25,X
 2501 0c28 1797      		sbiw r26,6+1
 2502               	.LVL179:
 2503 0c2a DC01      		movw r26,r24
 2504 0c2c 4D91      		ld r20,X+
 2505 0c2e 5C91      		ld r21,X
 2506 0c30 CF01      		movw r24,r30
 2507 0c32 B301      		movw r22,r6
 2508 0c34 0E94 0000 		call memcpy
 2509               	.LBE280:
 2510               	.LBE279:
 2511               	.LBB281:
 2512               	.LBB278:
 2513               	.LM252:
 2514 0c38 D701      		movw r26,r14
 2515 0c3a 1296      		adiw r26,2
 2516 0c3c ED91      		ld r30,X+
 2517 0c3e FC91      		ld r31,X
 2518 0c40 1397      		sbiw r26,2+1
 2519 0c42 3097      		sbiw r30,0
 2520 0c44 01F0      		breq .L140
 2521               	.LM253:
 2522 0c46 0083      		st Z,r16
 2523 0c48 1183      		std Z+1,r17
 2524               	.LVL180:
 2525               	.L140:
 2526               	.LM254:
 2527 0c4a F701      		movw r30,r14
 2528 0c4c 0283      		std Z+2,r16
 2529 0c4e 1383      		std Z+3,r17
 2530               	.LM255:
 2531 0c50 8081      		ld r24,Z
 2532 0c52 9181      		ldd r25,Z+1
 2533 0c54 892B      		or r24,r25
 2534 0c56 01F0      		breq .+2
 2535 0c58 00C0      		rjmp .L141
 2536               	.LM256:
 2537 0c5a 0083      		st Z,r16
 2538 0c5c 1183      		std Z+1,r17
 2539 0c5e 00C0      		rjmp .L141
 2540               	.LVL181:
 2541               	.L138:
 2542               	.LBE278:
 2543               	.LBE281:
 2544               	.LBE282:
 2545               	.LBE283:
 2546               	.LBE284:
 2547               	.LBE285:
 2548               	.LM257:
 2549 0c60 C701      		movw r24,r14
 2550               	.LVL182:
 2551               	/* epilogue start */
 2552 0c62 2496      		adiw r28,4
 2553 0c64 CDBF      		out __SP_L__,r28
 2554 0c66 DEBF      		out __SP_H__,r29
 2555 0c68 CF91      		pop r28
 2556 0c6a DF91      		pop r29
 2557 0c6c 1F91      		pop r17
 2558 0c6e 0F91      		pop r16
 2559               	.LVL183:
 2560 0c70 FF90      		pop r15
 2561 0c72 EF90      		pop r14
 2562 0c74 DF90      		pop r13
 2563               	.LVL184:
 2564 0c76 CF90      		pop r12
 2565               	.LVL185:
 2566 0c78 BF90      		pop r11
 2567 0c7a AF90      		pop r10
 2568 0c7c 9F90      		pop r9
 2569 0c7e 8F90      		pop r8
 2570               	.LVL186:
 2571 0c80 7F90      		pop r7
 2572 0c82 6F90      		pop r6
 2573 0c84 0895      		ret
 2574               	.LVL187:
 2575               	.L145:
 2576               	.LBB286:
 2577               	.LBB271:
 2578               	.LM258:
 2579 0c86 80E0      		ldi r24,lo8(.LC2)
 2580 0c88 90E0      		ldi r25,hi8(.LC2)
 2581 0c8a 61E6      		ldi r22,lo8(97)
 2582 0c8c 70E0      		ldi r23,hi8(97)
 2583 0c8e 40E0      		ldi r20,lo8(.LC4)
 2584 0c90 50E0      		ldi r21,hi8(.LC4)
 2585 0c92 0E94 0000 		call __myassert
 2586 0c96 0091 0000 		lds r16,float_descriptor
 2587 0c9a 1091 0000 		lds r17,(float_descriptor)+1
 2588 0c9e 00C0      		rjmp .L137
 2589               	.LBE271:
 2590               	.LBE286:
 2591               	.LFE33:
 2593               	.global	list_float_push_tail
 2595               	list_float_push_tail:
 2596               	.LFB28:
 2597               	.LM259:
 2598               	.LVL188:
 2599 0ca0 EF92      		push r14
 2600 0ca2 FF92      		push r15
 2601 0ca4 0F93      		push r16
 2602 0ca6 1F93      		push r17
 2603 0ca8 DF93      		push r29
 2604 0caa CF93      		push r28
 2605 0cac 00D0      		rcall .
 2606 0cae 0F92      		push __tmp_reg__
 2607 0cb0 CDB7      		in r28,__SP_L__
 2608 0cb2 DEB7      		in r29,__SP_H__
 2609               	/* prologue: function */
 2610               	/* frame size = 4 */
 2611 0cb4 7C01      		movw r14,r24
 2612 0cb6 4983      		std Y+1,r20
 2613 0cb8 5A83      		std Y+2,r21
 2614 0cba 6B83      		std Y+3,r22
 2615 0cbc 7C83      		std Y+4,r23
 2616               	.LBB293:
 2617               	.LBB294:
 2618               	.LBB298:
 2619               	.LM260:
 2620 0cbe DC01      		movw r26,r24
 2621 0cc0 1696      		adiw r26,6
 2622 0cc2 ED91      		ld r30,X+
 2623 0cc4 FC91      		ld r31,X
 2624 0cc6 1797      		sbiw r26,6+1
 2625 0cc8 8081      		ld r24,Z
 2626 0cca 9181      		ldd r25,Z+1
 2627               	.LVL189:
 2628 0ccc 0296      		adiw r24,2
 2629 0cce 0E94 0000 		call malloc
 2630               	.LVL190:
 2631 0cd2 8C01      		movw r16,r24
 2632               	.LBB299:
 2633               	.LM261:
 2634 0cd4 FC01      		movw r30,r24
 2635               	.LVL191:
 2636 0cd6 1192      		st Z+,__zero_reg__
 2637 0cd8 1192      		st Z+,__zero_reg__
 2638               	.LM262:
 2639 0cda D701      		movw r26,r14
 2640 0cdc 1696      		adiw r26,6
 2641 0cde 8D91      		ld r24,X+
 2642 0ce0 9C91      		ld r25,X
 2643 0ce2 1797      		sbiw r26,6+1
 2644               	.LVL192:
 2645 0ce4 DC01      		movw r26,r24
 2646 0ce6 4D91      		ld r20,X+
 2647 0ce8 5C91      		ld r21,X
 2648 0cea CF01      		movw r24,r30
 2649 0cec BE01      		movw r22,r28
 2650 0cee 6F5F      		subi r22,lo8(-(1))
 2651 0cf0 7F4F      		sbci r23,hi8(-(1))
 2652 0cf2 0E94 0000 		call memcpy
 2653               	.LBE299:
 2654               	.LBE298:
 2655               	.LBB295:
 2656               	.LBB296:
 2657               	.LM263:
 2658 0cf6 D701      		movw r26,r14
 2659 0cf8 1296      		adiw r26,2
 2660 0cfa ED91      		ld r30,X+
 2661 0cfc FC91      		ld r31,X
 2662 0cfe 1397      		sbiw r26,2+1
 2663 0d00 3097      		sbiw r30,0
 2664 0d02 01F0      		breq .L148
 2665               	.LM264:
 2666 0d04 0083      		st Z,r16
 2667 0d06 1183      		std Z+1,r17
 2668               	.LVL193:
 2669               	.L148:
 2670               	.LM265:
 2671 0d08 F701      		movw r30,r14
 2672 0d0a 0283      		std Z+2,r16
 2673 0d0c 1383      		std Z+3,r17
 2674               	.LM266:
 2675 0d0e 8081      		ld r24,Z
 2676 0d10 9181      		ldd r25,Z+1
 2677 0d12 892B      		or r24,r25
 2678 0d14 01F0      		breq .L151
 2679               	.L149:
 2680               	.LM267:
 2681 0d16 D801      		movw r26,r16
 2682 0d18 1D92      		st X+,__zero_reg__
 2683 0d1a 1C92      		st X,__zero_reg__
 2684               	.LM268:
 2685 0d1c F701      		movw r30,r14
 2686 0d1e 8481      		ldd r24,Z+4
 2687 0d20 9581      		ldd r25,Z+5
 2688 0d22 0196      		adiw r24,1
 2689 0d24 8483      		std Z+4,r24
 2690 0d26 9583      		std Z+5,r25
 2691               	/* epilogue start */
 2692               	.LBE296:
 2693               	.LBE295:
 2694               	.LBE294:
 2695               	.LBE293:
 2696               	.LM269:
 2697 0d28 2496      		adiw r28,4
 2698 0d2a CDBF      		out __SP_L__,r28
 2699 0d2c DEBF      		out __SP_H__,r29
 2700 0d2e CF91      		pop r28
 2701 0d30 DF91      		pop r29
 2702 0d32 1F91      		pop r17
 2703 0d34 0F91      		pop r16
 2704               	.LVL194:
 2705 0d36 FF90      		pop r15
 2706 0d38 EF90      		pop r14
 2707               	.LVL195:
 2708 0d3a 0895      		ret
 2709               	.LVL196:
 2710               	.L151:
 2711               	.LBB302:
 2712               	.LBB301:
 2713               	.LBB300:
 2714               	.LBB297:
 2715               	.LM270:
 2716 0d3c 0083      		st Z,r16
 2717 0d3e 1183      		std Z+1,r17
 2718 0d40 00C0      		rjmp .L149
 2719               	.LBE297:
 2720               	.LBE300:
 2721               	.LBE301:
 2722               	.LBE302:
 2723               	.LFE28:
 2725               	.global	list_node_push_tail
 2727               	list_node_push_tail:
 2728               	.LFB26:
 2729               	.LM271:
 2730               	.LVL197:
 2731 0d42 EF92      		push r14
 2732 0d44 FF92      		push r15
 2733 0d46 0F93      		push r16
 2734 0d48 1F93      		push r17
 2735 0d4a DF93      		push r29
 2736 0d4c CF93      		push r28
 2737 0d4e 0F92      		push __tmp_reg__
 2738 0d50 0F92      		push __tmp_reg__
 2739 0d52 CDB7      		in r28,__SP_L__
 2740 0d54 DEB7      		in r29,__SP_H__
 2741               	/* prologue: function */
 2742               	/* frame size = 2 */
 2743 0d56 7C01      		movw r14,r24
 2744 0d58 6983      		std Y+1,r22
 2745 0d5a 7A83      		std Y+2,r23
 2746               	.LBB309:
 2747               	.LBB310:
 2748               	.LBB314:
 2749               	.LM272:
 2750 0d5c DC01      		movw r26,r24
 2751 0d5e 1696      		adiw r26,6
 2752 0d60 ED91      		ld r30,X+
 2753 0d62 FC91      		ld r31,X
 2754 0d64 1797      		sbiw r26,6+1
 2755 0d66 8081      		ld r24,Z
 2756 0d68 9181      		ldd r25,Z+1
 2757               	.LVL198:
 2758 0d6a 0296      		adiw r24,2
 2759 0d6c 0E94 0000 		call malloc
 2760               	.LVL199:
 2761 0d70 8C01      		movw r16,r24
 2762               	.LBB315:
 2763               	.LM273:
 2764 0d72 FC01      		movw r30,r24
 2765               	.LVL200:
 2766 0d74 1192      		st Z+,__zero_reg__
 2767 0d76 1192      		st Z+,__zero_reg__
 2768               	.LM274:
 2769 0d78 D701      		movw r26,r14
 2770 0d7a 1696      		adiw r26,6
 2771 0d7c 8D91      		ld r24,X+
 2772 0d7e 9C91      		ld r25,X
 2773 0d80 1797      		sbiw r26,6+1
 2774               	.LVL201:
 2775 0d82 DC01      		movw r26,r24
 2776 0d84 4D91      		ld r20,X+
 2777 0d86 5C91      		ld r21,X
 2778 0d88 CF01      		movw r24,r30
 2779 0d8a BE01      		movw r22,r28
 2780 0d8c 6F5F      		subi r22,lo8(-(1))
 2781 0d8e 7F4F      		sbci r23,hi8(-(1))
 2782 0d90 0E94 0000 		call memcpy
 2783               	.LBE315:
 2784               	.LBE314:
 2785               	.LBB311:
 2786               	.LBB312:
 2787               	.LM275:
 2788 0d94 D701      		movw r26,r14
 2789 0d96 1296      		adiw r26,2
 2790 0d98 ED91      		ld r30,X+
 2791 0d9a FC91      		ld r31,X
 2792 0d9c 1397      		sbiw r26,2+1
 2793 0d9e 3097      		sbiw r30,0
 2794 0da0 01F0      		breq .L154
 2795               	.LM276:
 2796 0da2 0083      		st Z,r16
 2797 0da4 1183      		std Z+1,r17
 2798               	.LVL202:
 2799               	.L154:
 2800               	.LM277:
 2801 0da6 F701      		movw r30,r14
 2802 0da8 0283      		std Z+2,r16
 2803 0daa 1383      		std Z+3,r17
 2804               	.LM278:
 2805 0dac 8081      		ld r24,Z
 2806 0dae 9181      		ldd r25,Z+1
 2807 0db0 892B      		or r24,r25
 2808 0db2 01F0      		breq .L157
 2809               	.L155:
 2810               	.LM279:
 2811 0db4 D801      		movw r26,r16
 2812 0db6 1D92      		st X+,__zero_reg__
 2813 0db8 1C92      		st X,__zero_reg__
 2814               	.LM280:
 2815 0dba F701      		movw r30,r14
 2816 0dbc 8481      		ldd r24,Z+4
 2817 0dbe 9581      		ldd r25,Z+5
 2818 0dc0 0196      		adiw r24,1
 2819 0dc2 8483      		std Z+4,r24
 2820 0dc4 9583      		std Z+5,r25
 2821               	/* epilogue start */
 2822               	.LBE312:
 2823               	.LBE311:
 2824               	.LBE310:
 2825               	.LBE309:
 2826               	.LM281:
 2827 0dc6 0F90      		pop __tmp_reg__
 2828 0dc8 0F90      		pop __tmp_reg__
 2829 0dca CF91      		pop r28
 2830 0dcc DF91      		pop r29
 2831 0dce 1F91      		pop r17
 2832 0dd0 0F91      		pop r16
 2833               	.LVL203:
 2834 0dd2 FF90      		pop r15
 2835 0dd4 EF90      		pop r14
 2836               	.LVL204:
 2837 0dd6 0895      		ret
 2838               	.LVL205:
 2839               	.L157:
 2840               	.LBB318:
 2841               	.LBB317:
 2842               	.LBB316:
 2843               	.LBB313:
 2844               	.LM282:
 2845 0dd8 0083      		st Z,r16
 2846 0dda 1183      		std Z+1,r17
 2847 0ddc 00C0      		rjmp .L155
 2848               	.LBE313:
 2849               	.LBE316:
 2850               	.LBE317:
 2851               	.LBE318:
 2852               	.LFE26:
 2854               		.lcomm int_descriptor,2
 2855               		.lcomm float_descriptor,2
 2856               		.lcomm node_descriptor,2
 2857               		.lcomm buffer.3874,20
 3098               	.Letext0:
DEFINED SYMBOLS
                            *ABS*:00000000 list_runtime.c
     /tmp/ccbDIsPR.s:2      *ABS*:0000003f __SREG__
     /tmp/ccbDIsPR.s:3      *ABS*:0000003e __SP_H__
     /tmp/ccbDIsPR.s:4      *ABS*:0000003d __SP_L__
     /tmp/ccbDIsPR.s:5      *ABS*:00000034 __CCP__
     /tmp/ccbDIsPR.s:6      *ABS*:00000000 __tmp_reg__
     /tmp/ccbDIsPR.s:7      *ABS*:00000001 __zero_reg__
     /tmp/ccbDIsPR.s:20     .text:00000000 list_is_float
     /tmp/ccbDIsPR.s:2854   .bss:00000002 float_descriptor
     /tmp/ccbDIsPR.s:51     .text:00000020 list_is_int
                             .bss:00000000 int_descriptor
     /tmp/ccbDIsPR.s:82     .text:00000040 list_is_node
     /tmp/ccbDIsPR.s:2855   .bss:00000004 node_descriptor
     /tmp/ccbDIsPR.s:113    .text:00000060 list_equal
     /tmp/ccbDIsPR.s:229    .text:000000da list_reverse_first
     /tmp/ccbDIsPR.s:328    .text:00000136 convert_meld_int_safe
     /tmp/ccbDIsPR.s:2856   .bss:00000006 buffer.3874
     /tmp/ccbDIsPR.s:422    .text:000001c0 equal_int_list_elem
     /tmp/ccbDIsPR.s:461    .text:000001ec equal_float_list_elem
     /tmp/ccbDIsPR.s:495    .text:00000214 print_node_list_elem
     /tmp/ccbDIsPR.s:507    .text:00000216 equal_node_list_elem
     /tmp/ccbDIsPR.s:540    .text:00000234 list_init_descriptors
     /tmp/ccbDIsPR.s:1271   .text:000005de print_int_list_elem
     /tmp/ccbDIsPR.s:623    .text:000002b8 print_float_list_elem
     /tmp/ccbDIsPR.s:666    .text:000002f2 list_int_push_tail
     /tmp/ccbDIsPR.s:798    .text:00000394 list_int_push_head
     /tmp/ccbDIsPR.s:924    .text:00000438 list_print
     /tmp/ccbDIsPR.s:1028   .text:000004ca list_delete
     /tmp/ccbDIsPR.s:1092   .text:00000500 list_node_create
     /tmp/ccbDIsPR.s:1152   .text:0000054a list_float_create
     /tmp/ccbDIsPR.s:1212   .text:00000594 list_int_create
     /tmp/ccbDIsPR.s:1398   .text:0000068e list_float_push_head
     /tmp/ccbDIsPR.s:1520   .text:00000732 list_node_push_head
     /tmp/ccbDIsPR.s:1639   .text:000007d0 list_int_from_vector
     /tmp/ccbDIsPR.s:1896   .text:00000924 list_copy
     /tmp/ccbDIsPR.s:2086   .text:00000a02 list_node_from_vector
     /tmp/ccbDIsPR.s:2338   .text:00000b4c list_float_from_vector
     /tmp/ccbDIsPR.s:2595   .text:00000ca0 list_float_push_tail
     /tmp/ccbDIsPR.s:2727   .text:00000d42 list_node_push_tail

UNDEFINED SYMBOLS
__do_copy_data
__do_clear_bss
__divmodsi4
__eqsf2
malloc
printf
memcpy
putchar
free
__myassert
